2024-03-14 09:29:32
ple_type	Xylophone
sple_name	Acier Doux T
rho[g/cm3]	7.511
length[mm]	58.84
thickness[mm]	1.53
width[mm]	4.09
comments:

DDC CFreq[Hz]	9959000
Gap	15.00u
sens Hz/µm	0.00
measurements
time[s]	Fres[Hz]	Fres_std[Hz]	MotPos[mm]	fit_Ao	fit_tau	fit_Q_1	fit_sigma	fit_Nsples	E[Pa]	T[°C]	dT/dt[K/s]
5562.980	2156.982	0.144	0.000	812.8	0.4356	3.38791E-4	10.0	309	1.693454E+11	211.454	2.0983
5568.020	2156.921	0.195	0.000	825.9	0.4299	3.43306E-4	9.4	297	1.693357E+11	211.829	1.9731
5573.060	2156.913	0.176	0.000	843.9	0.4274	3.45321E-4	9.4	306	1.693345E+11	212.012	1.9370
5578.100	2156.907	0.192	0.000	804.8	0.4322	3.41493E-4	10.2	302	1.693337E+11	212.226	1.9655
5583.120	2156.814	0.217	0.000	777.8	0.4362	3.38339E-4	9.6	300	1.693190E+11	212.713	2.0295
5588.140	2156.694	0.197	0.000	823.0	0.4314	3.42132E-4	10.2	309	1.693002E+11	213.141	2.0254
5593.160	2156.578	0.172	0.000	844.1	0.4293	3.43823E-4	9.2	304	1.692819E+11	212.988	1.7862
5598.181	2156.541	0.168	0.000	869.5	0.4184	3.52756E-4	9.2	279	1.692762E+11	212.594	1.5312
5603.200	2156.499	0.226	0.000	847.1	0.4256	3.46842E-4	10.0	297	1.692695E+11	212.363	1.6117
5608.220	2156.425	0.172	0.000	870.5	0.4240	3.48159E-4	9.7	309	1.692580E+11	212.527	1.8591
5613.260	2156.332	0.271	0.000	837.3	0.4259	3.46588E-4	9.8	298	1.692433E+11	212.825	2.0510
5618.300	2156.305	0.162	0.000	858.9	0.4244	3.47860E-4	9.3	302	1.692390E+11	213.264	2.0997
5623.321	2156.233	0.178	0.000	829.2	0.4255	3.46951E-4	9.4	299	1.692279E+11	213.653	1.9210
5628.360	2156.158	0.217	0.000	834.7	0.4248	3.47503E-4	9.1	298	1.692159E+11	213.756	1.8929
5633.400	2156.088	0.170	0.000	862.9	0.4222	3.49709E-4	9.5	309	1.692050E+11	213.940	1.8150
5638.421	2156.079	0.191	0.000	853.0	0.4217	3.50114E-4	9.2	300	1.692036E+11	214.265	1.9068
5643.460	2155.963	0.200	0.000	853.3	0.4255	3.46952E-4	9.7	309	1.691854E+11	214.651	2.0947
5648.480	2155.936	0.213	0.000	855.7	0.4221	3.49810E-4	9.9	299	1.691811E+11	215.206	2.1432
5653.500	2155.912	0.184	0.000	855.1	0.4233	3.48755E-4	10.0	309	1.691774E+11	214.978	1.8939
5658.540	2155.862	0.141	0.000	813.3	0.4307	3.42832E-4	9.6	302	1.691696E+11	214.840	1.8801
5663.580	2155.752	0.150	0.000	802.5	0.4291	3.44130E-4	9.7	300	1.691524E+11	214.708	1.8962
5668.619	2155.677	0.249	0.000	829.8	0.4266	3.46102E-4	10.0	309	1.691405E+11	214.617	1.8706
5673.660	2155.598	0.162	0.000	811.1	0.4273	3.45610E-4	9.2	300	1.691281E+11	214.825	2.0741
5678.700	2155.585	0.224	0.000	819.0	0.4259	3.46737E-4	9.6	300	1.691261E+11	215.131	1.8771
5683.740	2155.588	0.247	0.000	791.9	0.4274	3.45515E-4	10.4	299	1.691266E+11	215.428	1.8866
5688.780	2155.446	0.139	0.000	764.0	0.4380	3.37172E-4	9.4	304	1.691043E+11	215.792	2.0105
5693.801	2155.375	0.217	0.000	810.9	0.4293	3.44002E-4	9.2	305	1.690931E+11	216.011	1.8838
5698.840	2155.337	0.131	0.000	802.8	0.4258	3.46823E-4	9.3	297	1.690871E+11	216.206	2.1660
5703.860	2155.223	0.196	0.000	800.9	0.4258	3.46857E-4	9.2	302	1.690693E+11	216.546	2.1870
5708.899	2155.185	0.241	0.000	834.2	0.4184	3.53008E-4	9.3	284	1.690633E+11	217.128	2.1026
5713.920	2155.233	0.204	0.000	840.7	0.4237	3.48601E-4	8.4	309	1.690709E+11	217.278	2.1175
5718.960	2155.108	0.164	0.000	756.4	0.4335	3.40694E-4	9.7	302	1.690513E+11	217.266	2.0494
5724.000	2155.099	0.168	0.000	783.2	0.4275	3.45472E-4	9.8	298	1.690498E+11	216.902	1.9804
5729.040	2154.979	0.136	0.000	771.4	0.4284	3.44763E-4	9.3	307	1.690309E+11	216.895	2.0262
5734.060	2154.917	0.186	0.000	823.1	0.4175	3.53841E-4	9.5	290	1.690213E+11	216.769	1.8944
5739.100	2154.894	0.249	0.000	795.3	0.4228	3.49377E-4	9.0	300	1.690177E+11	216.883	1.8642
5744.120	2154.865	0.195	0.000	788.7	0.4251	3.47485E-4	10.6	307	1.690131E+11	217.166	1.7510
5749.140	2154.739	0.114	0.000	764.6	0.4293	3.44140E-4	8.9	303	1.689934E+11	217.524	1.7186
5754.160	2154.588	0.217	0.000	789.5	0.4266	3.46298E-4	10.2	300	1.689697E+11	217.944	1.9400
5759.200	2154.499	0.182	0.000	835.6	0.4145	3.56394E-4	10.4	281	1.689557E+11	218.184	2.1711
5764.240	2154.526	0.168	0.000	839.8	0.4107	3.59753E-4	9.6	280	1.689599E+11	218.476	2.4076
5769.280	2154.432	0.176	0.000	777.4	0.4275	3.45611E-4	9.4	296	1.689451E+11	219.020	2.5508
5774.320	2154.367	0.176	0.000	804.1	0.4196	3.52083E-4	9.8	281	1.689351E+11	219.102	2.4160
5779.361	2154.236	0.155	0.000	818.3	0.4187	3.52887E-4	9.0	308	1.689145E+11	218.905	2.2759
5784.380	2154.194	0.149	0.000	859.2	0.4106	3.59873E-4	9.6	289	1.689079E+11	219.100	1.9593
5789.420	2154.120	0.189	0.000	832.8	0.4131	3.57712E-4	8.8	281	1.688963E+11	219.037	1.8873
5794.440	2154.042	0.134	0.000	840.6	0.4080	3.62165E-4	9.4	279	1.688840E+11	218.833	1.6322
5799.480	2154.035	0.141	0.000	855.6	0.4103	3.60199E-4	9.4	284	1.688829E+11	218.856	1.6015
5804.500	2154.044	0.197	0.000	814.7	0.4146	3.56452E-4	8.9	277	1.688843E+11	219.076	1.7002
5809.520	2153.920	0.156	0.000	791.7	0.4178	3.53755E-4	8.7	284	1.688650E+11	219.548	1.7950
5814.560	2153.881	0.166	0.000	824.1	0.4168	3.54609E-4	9.8	286	1.688588E+11	219.712	1.9498
5819.600	2153.822	0.192	0.000	799.1	0.4195	3.52268E-4	9.3	300	1.688496E+11	219.974	1.9049
5824.641	2153.697	0.161	0.000	794.1	0.4188	3.52927E-4	9.5	278	1.688300E+11	220.331	1.8973
5829.680	2153.744	0.198	0.000	836.9	0.4112	3.59382E-4	9.7	283	1.688373E+11	220.524	1.9756
5834.720	2153.673	0.180	0.000	783.5	0.4165	3.54819E-4	9.7	283	1.688262E+11	220.958	2.1592
5839.740	2153.588	0.191	0.000	781.2	0.4189	3.52831E-4	9.7	300	1.688129E+11	221.579	2.1939
5844.760	2153.622	0.170	0.000	792.3	0.4132	3.57718E-4	9.5	279	1.688182E+11	221.863	2.2007
5849.800	2153.472	0.175	0.000	738.2	0.4316	3.42456E-4	9.1	299	1.687947E+11	221.486	2.0008
5854.821	2153.366	0.201	0.000	789.3	0.4184	3.53266E-4	9.9	302	1.687780E+11	221.263	2.0292
5859.860	2153.198	0.152	0.000	800.4	0.4133	3.57665E-4	8.8	277	1.687518E+11	221.095	2.0193
5864.881	2153.220	0.199	0.000	873.3	0.4021	3.67636E-4	10.1	290	1.687552E+11	221.317	2.1099
5869.921	2153.226	0.198	0.000	828.0	0.4119	3.58878E-4	9.4	289	1.687561E+11	221.637	2.1001
5874.960	2153.095	0.202	0.000	814.3	0.4173	3.54314E-4	10.4	309	1.687355E+11	222.014	1.9401
5880.000	2153.057	0.200	0.000	828.8	0.4098	3.60725E-4	10.2	288	1.687296E+11	222.205	1.9207
5885.041	2152.955	0.162	0.000	796.9	0.4202	3.51846E-4	9.2	300	1.687136E+11	222.403	1.9423
5890.060	2152.940	0.190	0.000	824.9	0.4109	3.59828E-4	9.1	281	1.687113E+11	222.770	2.1421
5895.080	2152.805	0.305	0.000	806.1	0.4176	3.54043E-4	10.6	307	1.686901E+11	222.932	2.2125
5900.100	2152.795	0.149	0.000	838.4	0.4056	3.64586E-4	9.2	281	1.686886E+11	223.274	2.2743
5905.140	2152.748	0.227	0.000	834.4	0.4074	3.62908E-4	8.5	290	1.686811E+11	223.825	2.2632
5910.160	2152.690	0.161	0.000	797.0	0.4117	3.59198E-4	9.1	278	1.686720E+11	223.591	1.9786
5915.180	2152.574	0.249	0.000	813.4	0.4116	3.59287E-4	9.6	289	1.686540E+11	223.162	2.0003
5920.220	2152.537	0.202	0.000	827.9	0.4100	3.60645E-4	9.9	281	1.686481E+11	223.101	2.0504
5925.260	2152.524	0.250	0.000	823.9	0.4118	3.59131E-4	9.0	287	1.686462E+11	223.301	2.1049
5930.280	2152.460	0.159	0.000	779.4	0.4174	3.54332E-4	10.1	297	1.686361E+11	223.576	2.0475
5935.320	2152.403	0.192	0.000	783.6	0.4147	3.56645E-4	9.3	278	1.686271E+11	223.992	1.8196
5940.360	2152.334	0.158	0.000	792.3	0.4126	3.58456E-4	9.8	283	1.686164E+11	224.233	1.8984
5945.380	2152.236	0.237	0.000	810.7	0.4121	3.58883E-4	9.0	290	1.686010E+11	224.504	2.0370
5950.400	2152.079	0.255	0.000	804.8	0.4105	3.60325E-4	9.2	280	1.685763E+11	224.950	2.2811
5955.420	2152.110	0.185	0.000	854.5	0.4021	3.67792E-4	10.3	284	1.685812E+11	225.544	2.4548
5960.440	2152.049	0.251	0.000	808.3	0.4094	3.61285E-4	10.0	286	1.685716E+11	225.270	2.2082
5965.480	2152.058	0.183	0.000	793.3	0.4107	3.60099E-4	9.2	280	1.685731E+11	224.943	2.1628
5970.500	2152.012	0.252	0.000	753.2	0.4217	3.50726E-4	9.5	300	1.685660E+11	224.735	2.0927
5975.520	2151.947	0.198	0.000	754.0	0.4175	3.54317E-4	9.4	284	1.685556E+11	224.976	2.1470
5980.540	2151.735	0.195	0.000	757.5	0.4208	3.51512E-4	9.9	286	1.685224E+11	225.351	2.1360
5985.560	2151.815	0.220	0.000	822.8	0.4057	3.64593E-4	9.5	279	1.685350E+11	225.758	1.8863
5990.580	2151.702	0.197	0.000	750.1	0.4173	3.54521E-4	9.2	277	1.685173E+11	225.949	1.8622
5995.600	2151.626	0.144	0.000	786.3	0.4126	3.58586E-4	9.8	281	1.685055E+11	226.263	1.9297
6000.639	2151.527	0.158	0.000	806.8	0.4104	3.60523E-4	10.4	289	1.684899E+11	226.907	2.1242
6005.680	2151.471	0.165	0.000	805.0	0.4070	3.63550E-4	9.1	279	1.684811E+11	227.070	2.1044
6012.040	2151.420	0.193	0.000	801.6	0.4082	3.62476E-4	9.8	285	1.684732E+11	226.740	2.0193
6017.060	2151.263	0.207	0.000	781.7	0.4105	3.60476E-4	9.6	278	1.684486E+11	227.072	2.1431
6022.080	2151.162	0.178	0.000	824.8	0.4030	3.67190E-4	9.6	279	1.684328E+11	227.516	2.2608
6027.120	2151.142	0.171	0.000	843.3	0.4002	3.69774E-4	9.6	281	1.684295E+11	227.523	2.1057
6032.160	2151.151	0.220	0.000	842.3	0.4003	3.69615E-4	10.2	290	1.684311E+11	227.657	2.1121
6037.200	2150.937	0.201	0.000	794.3	0.4087	3.62126E-4	10.1	288	1.683975E+11	227.426	2.0027
6042.221	2151.049	0.245	0.000	861.0	0.3971	3.72695E-4	9.0	283	1.684150E+11	227.277	1.9539
6047.260	2150.949	0.254	0.000	769.0	0.4144	3.57146E-4	9.3	300	1.683995E+11	227.267	1.9083
6052.300	2150.962	0.255	0.000	792.0	0.4060	3.64489E-4	9.2	281	1.684015E+11	227.327	1.8089
6057.320	2150.869	0.219	0.000	761.3	0.4168	3.55029E-4	9.7	306	1.683868E+11	227.598	1.6989
6062.360	2150.705	0.174	0.000	799.9	0.4110	3.60078E-4	9.0	290	1.683611E+11	228.011	1.8013
6067.400	2150.680	0.184	0.000	843.6	0.4008	3.69283E-4	10.1	290	1.683573E+11	228.431	1.9727
6072.420	2150.601	0.226	0.000	806.8	0.4032	3.67094E-4	10.9	286	1.683450E+11	228.688	2.1737
6077.460	2150.466	0.216	0.000	798.6	0.4058	3.64742E-4	9.9	280	1.683238E+11	228.958	2.2712
6082.480	2150.460	0.164	0.000	833.6	0.3981	3.71809E-4	9.3	280	1.683228E+11	229.311	2.5540
6087.500	2150.440	0.176	0.000	841.4	0.4004	3.69725E-4	9.5	290	1.683197E+11	229.923	2.6859
6092.521	2150.324	0.202	0.000	789.3	0.4091	3.61816E-4	10.7	286	1.683015E+11	229.626	2.4195
6097.560	2150.234	0.246	0.000	810.6	0.4011	3.69047E-4	9.2	281	1.682875E+11	229.376	2.2218
6102.580	2150.277	0.239	0.000	825.0	0.4005	3.69577E-4	9.7	284	1.682942E+11	229.286	1.8842
6107.620	2150.220	0.229	0.000	760.3	0.4065	3.64145E-4	9.1	276	1.682853E+11	229.230	1.7833
6112.660	2150.216	0.207	0.000	772.9	0.4075	3.63301E-4	10.0	284	1.682846E+11	229.330	1.7304
6117.700	2150.094	0.159	0.000	740.7	0.4180	3.54208E-4	9.3	284	1.682655E+11	229.780	1.7432
6122.740	2150.018	0.261	0.000	765.9	0.4094	3.61619E-4	9.4	281	1.682537E+11	230.045	1.9296
6127.780	2149.909	0.318	0.000	765.6	0.4090	3.61994E-4	9.8	277	1.682366E+11	230.513	1.9637
6132.800	2149.775	0.253	0.000	799.6	0.4020	3.68299E-4	9.9	283	1.682156E+11	230.738	1.9421
6137.820	2149.813	0.254	0.000	848.1	0.3979	3.72143E-4	9.5	290	1.682216E+11	230.943	1.9420
6142.861	2149.814	0.228	0.000	780.4	0.4062	3.64549E-4	9.3	281	1.682217E+11	231.205	2.0715
6147.880	2149.650	0.213	0.000	740.1	0.4082	3.62727E-4	9.4	277	1.681960E+11	231.826	2.2412
6152.920	2149.709	0.364	0.000	792.1	0.4051	3.65525E-4	10.4	279	1.682052E+11	232.212	2.2232
6157.940	2149.551	0.186	0.000	733.9	0.4099	3.61286E-4	8.9	280	1.681805E+11	231.724	2.2072
6162.980	2149.375	0.251	0.000	779.2	0.4026	3.67813E-4	8.6	279	1.681530E+11	231.515	2.2992
6168.020	2149.422	0.197	0.000	842.0	0.3948	3.75074E-4	9.5	283	1.681604E+11	231.441	2.3124
6173.059	2149.424	0.206	0.000	788.1	0.4005	3.69754E-4	9.5	281	1.681606E+11	231.493	2.0105
6178.100	2149.167	0.201	0.000	756.7	0.4052	3.65504E-4	8.7	281	1.681205E+11	231.658	1.6770
6183.140	2149.058	0.196	0.000	853.6	0.3872	3.82516E-4	8.7	262	1.681034E+11	232.268	1.6515
6188.160	2149.095	0.170	0.000	872.6	0.3902	3.79569E-4	9.9	286	1.681092E+11	232.596	1.8108
6193.200	2149.134	0.167	0.000	815.9	0.3925	3.77351E-4	9.3	280	1.681153E+11	232.822	2.1719
6198.220	2149.072	0.253	0.000	779.9	0.4028	3.67707E-4	8.5	289	1.681056E+11	233.135	2.3589
6203.260	2148.792	0.173	0.000	768.5	0.4014	3.69000E-4	9.3	285	1.680617E+11	233.657	2.4774
6208.280	2148.822	0.210	0.000	854.4	0.3839	3.85871E-4	8.9	257	1.680665E+11	233.797	2.4706
6213.300	2148.702	0.200	0.000	818.5	0.3933	3.76695E-4	10.1	260	1.680477E+11	234.161	2.3445
6218.320	2148.712	0.209	0.000	861.0	0.3868	3.82945E-4	9.8	268	1.680493E+11	233.770	1.9361
6223.360	2148.653	0.255	0.000	828.9	0.3949	3.75144E-4	10.4	290	1.680400E+11	233.485	1.8321
6228.380	2148.613	0.240	0.000	807.0	0.3980	3.72199E-4	9.6	281	1.680337E+11	233.383	1.9157
6233.400	2148.522	0.183	0.000	793.2	0.3948	3.75283E-4	8.9	281	1.680195E+11	233.595	2.0794
6238.420	2148.523	0.206	0.000	802.0	0.3982	3.72036E-4	10.2	281	1.680198E+11	234.042	2.1353
6243.440	2148.332	0.115	0.000	759.7	0.3994	3.70958E-4	9.6	278	1.679899E+11	234.573	2.0193
6248.480	2148.302	0.203	0.000	822.8	0.3901	3.79800E-4	10.0	279	1.679852E+11	234.732	1.9837
6253.520	2148.216	0.231	0.000	831.7	0.3950	3.75150E-4	9.8	290	1.679718E+11	234.987	2.0778
6258.540	2148.213	0.240	0.000	840.4	0.3877	3.82169E-4	9.2	267	1.679713E+11	235.373	2.0507
6263.580	2148.150	0.203	0.000	791.2	0.3951	3.75014E-4	9.1	278	1.679615E+11	235.863	2.0457
6268.620	2148.097	0.184	0.000	809.4	0.3879	3.82007E-4	10.0	263	1.679532E+11	235.886	1.8791
6273.640	2148.018	0.322	0.000	797.5	0.3942	3.75934E-4	9.6	281	1.679407E+11	235.672	1.7199
6278.680	2147.950	0.206	0.000	801.7	0.3907	3.79290E-4	9.5	258	1.679301E+11	235.135	1.7025
6283.700	2147.719	0.168	0.000	834.6	0.3913	3.78738E-4	9.6	270	1.678941E+11	235.228	1.8300
6288.720	2147.749	0.187	0.000	874.5	0.3826	3.87393E-4	9.9	263	1.678987E+11	235.527	2.0962
6293.760	2147.725	0.156	0.000	825.8	0.3861	3.83880E-4	8.9	259	1.678950E+11	236.023	2.1026
6298.800	2147.621	0.191	0.000	804.3	0.3900	3.80019E-4	8.7	280	1.678787E+11	236.396	2.0897
6303.821	2147.600	0.157	0.000	839.8	0.3826	3.87360E-4	9.5	266	1.678754E+11	236.587	2.0420
6308.840	2147.558	0.261	0.000	798.9	0.3940	3.76230E-4	9.6	280	1.678689E+11	236.849	2.0187
6313.861	2147.451	0.184	0.000	801.4	0.3907	3.79342E-4	9.3	265	1.678521E+11	237.462	2.2541
6318.900	2147.524	0.165	0.000	820.8	0.3831	3.86943E-4	9.8	262	1.678635E+11	237.533	2.1908
6323.920	2147.473	0.231	0.000	749.4	0.3976	3.72775E-4	9.7	280	1.678555E+11	237.541	2.0019
6328.940	2147.280	0.213	0.000	761.3	0.3959	3.74449E-4	9.5	286	1.678254E+11	237.549	1.7275
6333.960	2147.268	0.198	0.000	816.1	0.3845	3.85545E-4	9.3	259	1.678236E+11	237.217	1.5428
6339.000	2147.184	0.130	0.000	794.7	0.3913	3.78856E-4	9.4	281	1.678103E+11	237.019	1.5731
6344.041	2147.140	0.256	0.000	798.2	0.3925	3.77706E-4	9.9	281	1.678034E+11	237.324	1.8942
6349.080	2147.043	0.198	0.000	776.0	0.3946	3.75701E-4	9.7	255	1.677883E+11	237.486	1.8913
6354.100	2146.980	0.172	0.000	804.5	0.3917	3.78511E-4	9.2	283	1.677786E+11	238.164	2.1262
6359.140	2146.969	0.249	0.000	805.0	0.3876	3.82484E-4	9.3	263	1.677767E+11	238.425	1.9487
6364.180	2146.837	0.181	0.000	773.2	0.3930	3.77234E-4	10.1	281	1.677561E+11	238.667	1.9411
6369.201	2146.882	0.211	0.000	823.0	0.3834	3.86681E-4	9.0	268	1.677632E+11	239.095	2.1274
6374.240	2146.715	0.217	0.000	778.6	0.3972	3.73316E-4	9.1	290	1.677371E+11	239.487	2.0521
6379.260	2146.666	0.219	0.000	797.4	0.3864	3.83774E-4	9.1	258	1.677294E+11	239.687	2.1399
6384.280	2146.548	0.227	0.000	791.1	0.3881	3.82049E-4	9.3	259	1.677110E+11	239.096	1.9256
6389.320	2146.560	0.208	0.000	829.6	0.3809	3.89340E-4	8.6	263	1.677129E+11	238.882	1.8539
6394.360	2146.447	0.216	0.000	795.5	0.3855	3.84714E-4	9.2	264	1.676952E+11	238.957	1.9002
6399.400	2146.381	0.137	0.000	810.3	0.3836	3.86630E-4	9.4	260	1.676849E+11	239.256	1.9401
6404.440	2146.328	0.163	0.000	842.2	0.3803	3.90013E-4	9.8	270	1.676766E+11	239.398	2.0200
6409.480	2146.312	0.193	0.000	811.6	0.3843	3.85870E-4	8.8	264	1.676741E+11	239.938	2.0079
6414.500	2146.210	0.226	0.000	797.1	0.3845	3.85691E-4	9.3	269	1.676582E+11	240.251	1.9987
6419.520	2145.996	0.244	0.000	813.1	0.3876	3.82679E-4	10.0	290	1.676247E+11	240.438	2.0685
6424.560	2146.099	0.174	0.000	858.9	0.3761	3.94389E-4	9.8	262	1.676408E+11	240.806	2.1033
6429.600	2145.993	0.192	0.000	792.0	0.3858	3.84454E-4	9.5	265	1.676242E+11	241.348	2.1595
6434.640	2145.950	0.280	0.000	812.1	0.3810	3.89277E-4	8.9	264	1.676176E+11	241.287	1.9918
6439.680	2145.883	0.177	0.000	821.7	0.3828	3.87473E-4	8.6	270	1.676071E+11	241.204	1.8947
6444.720	2145.836	0.208	0.000	797.1	0.3891	3.81263E-4	9.7	281	1.675997E+11	240.939	1.6188
6449.759	2145.739	0.201	0.000	821.0	0.3827	3.87648E-4	8.9	270	1.675846E+11	240.839	1.5675
6454.780	2145.724	0.241	0.000	815.8	0.3769	3.93630E-4	9.7	261	1.675822E+11	240.777	1.6851
6459.820	2145.682	0.228	0.000	766.5	0.3888	3.81603E-4	10.1	283	1.675756E+11	241.260	1.7977
6464.840	2145.528	0.178	0.000	734.1	0.3914	3.79089E-4	9.4	287	1.675517E+11	241.658	2.0755
6469.880	2145.497	0.190	0.000	758.6	0.3858	3.84600E-4	8.3	257	1.675468E+11	242.045	2.1134
6474.920	2145.461	0.219	0.000	751.2	0.3849	3.85437E-4	9.9	261	1.675412E+11	242.291	2.1423
6479.940	2145.467	0.194	0.000	744.6	0.3904	3.80026E-4	9.3	286	1.675421E+11	242.399	1.9733
6484.960	2145.320	0.290	0.000	705.0	0.3927	3.77840E-4	9.9	259	1.675191E+11	242.732	2.1051
6489.980	2145.280	0.309	0.000	741.5	0.3866	3.83822E-4	9.6	260	1.675130E+11	243.177	2.2112
6495.000	2145.227	0.193	0.000	753.7	0.3871	3.83280E-4	9.5	270	1.675046E+11	243.472	2.1283
6500.040	2145.181	0.306	0.000	728.2	0.3856	3.84777E-4	10.3	262	1.674975E+11	243.393	2.0128
6505.060	2144.991	0.293	0.000	713.4	0.3932	3.77376E-4	9.3	280	1.674678E+11	243.052	1.8151
6510.080	2145.013	0.266	0.000	780.4	0.3793	3.91218E-4	9.4	264	1.674712E+11	242.898	1.7382
6515.120	2144.908	0.221	0.000	740.5	0.3828	3.87628E-4	9.6	263	1.674548E+11	242.916	1.8501
6520.160	2144.837	0.199	0.000	764.6	0.3826	3.87895E-4	9.7	266	1.674437E+11	243.212	1.8769
6525.200	2144.814	0.140	0.000	757.9	0.3814	3.89104E-4	8.1	263	1.674401E+11	243.714	1.9644
6530.221	2144.735	0.199	0.000	726.2	0.3858	3.84657E-4	8.5	258	1.674278E+11	244.106	2.0096
6535.241	2144.609	0.339	0.000	730.2	0.3878	3.82747E-4	9.2	260	1.674081E+11	244.301	2.1722
6540.260	2144.476	0.216	0.000	753.2	0.3759	3.94902E-4	9.6	257	1.673873E+11	244.565	2.2769
6545.300	2144.469	0.259	0.000	792.2	0.3768	3.93947E-4	8.8	264	1.673863E+11	245.017	2.4126
6550.320	2144.487	0.189	0.000	750.5	0.3791	3.91545E-4	9.9	257	1.673891E+11	245.433	2.3664
6555.340	2144.357	0.242	0.000	750.7	0.3820	3.88568E-4	9.7	270	1.673687E+11	245.437	2.1577
6560.360	2144.312	0.196	0.000	757.8	0.3814	3.89195E-4	9.9	264	1.673618E+11	245.371	2.0053
6565.381	2144.244	0.167	0.000	740.8	0.3832	3.87401E-4	9.3	258	1.673512E+11	245.042	1.7149
6570.421	2144.170	0.163	0.000	749.4	0.3789	3.91785E-4	10.1	260	1.673395E+11	244.855	1.6575
6575.440	2144.140	0.225	0.000	762.5	0.3791	3.91559E-4	9.3	265	1.673349E+11	244.887	1.7010
6580.480	2144.052	0.134	0.000	738.9	0.3794	3.91300E-4	9.2	261	1.673212E+11	245.228	1.8374
6585.520	2143.909	0.201	0.000	753.8	0.3801	3.90617E-4	8.9	264	1.672989E+11	245.444	2.0761
6590.560	2143.836	0.181	0.000	778.8	0.3767	3.94146E-4	9.8	262	1.672875E+11	245.862	2.1643
6595.580	2143.751	0.223	0.000	774.0	0.3752	3.95750E-4	9.0	258	1.672742E+11	246.280	2.0176
6600.620	2143.762	0.198	0.000	794.3	0.3737	3.97282E-4	8.9	263	1.672759E+11	246.479	1.8232
6605.640	2143.681	0.249	0.000	767.4	0.3747	3.96258E-4	8.9	263	1.672632E+11	246.620	1.8690
6610.680	2143.631	0.209	0.000	777.9	0.3725	3.98607E-4	9.3	264	1.672554E+11	246.959	2.0470
6615.721	2143.559	0.172	0.000	790.1	0.3719	3.99242E-4	9.4	270	1.672443E+11	247.431	2.1974
6620.740	2143.605	0.198	0.000	767.9	0.3769	3.94003E-4	9.9	262	1.672515E+11	247.988	2.2596
6625.760	2143.526	0.225	0.000	703.4	0.3804	3.90369E-4	8.4	253	1.672391E+11	247.577	2.0017
6630.800	2143.357	0.246	0.000	720.0	0.3816	3.89166E-4	8.9	262	1.672126E+11	247.418	2.0457
6635.820	2143.241	0.150	0.000	774.8	0.3754	3.95660E-4	9.1	268	1.671946E+11	247.146	2.1119
6640.840	2143.326	0.205	0.000	787.7	0.3684	4.03102E-4	9.3	264	1.672079E+11	247.387	2.2686
6645.861	2143.187	0.118	0.000	726.4	0.3836	3.87140E-4	8.5	269	1.671861E+11	247.735	2.2876
6650.880	2143.095	0.236	0.000	756.2	0.3748	3.96333E-4	9.6	266	1.671718E+11	248.061	1.9551
6655.920	2142.975	0.148	0.000	762.1	0.3723	3.99017E-4	9.5	261	1.671531E+11	248.273	1.8548
6660.941	2143.082	0.206	0.000	792.0	0.3665	4.05261E-4	9.6	262	1.671698E+11	248.513	1.7484
6665.960	2142.914	0.178	0.000	708.2	0.3839	3.86949E-4	8.9	257	1.671437E+11	248.779	1.9004
6670.980	2142.884	0.124	0.000	760.8	0.3711	4.00272E-4	8.8	259	1.671390E+11	249.352	2.0699
6676.020	2142.838	0.231	0.000	751.6	0.3745	3.96697E-4	8.9	262	1.671317E+11	250.004	2.0118
6681.040	2142.715	0.198	0.000	753.6	0.3739	3.97259E-4	10.0	268	1.671125E+11	249.298	1.9670
6686.060	2142.621	0.176	0.000	793.9	0.3728	3.98518E-4	8.8	270	1.670979E+11	249.129	1.9505
6691.100	2142.629	0.189	0.000	771.7	0.3736	3.97696E-4	9.8	262	1.670992E+11	249.252	2.0518
6696.120	2142.593	0.231	0.000	731.5	0.3733	3.97965E-4	10.0	257	1.670935E+11	249.021	2.0590
6701.160	2142.514	0.191	0.000	722.8	0.3774	3.93700E-4	8.9	261	1.670812E+11	249.264	2.1803
6706.200	2142.406	0.174	0.000	747.6	0.3755	3.95667E-4	9.0	270	1.670644E+11	249.722	2.1462
6711.220	2142.374	0.180	0.000	737.3	0.3720	3.99374E-4	9.5	259	1.670594E+11	250.175	2.0192
6716.240	2142.199	0.227	0.000	731.4	0.3762	3.94961E-4	9.6	265	1.670321E+11	250.364	1.9917
6721.260	2142.118	0.148	0.000	773.7	0.3688	4.02944E-4	9.2	263	1.670194E+11	250.693	2.0240
6726.280	2142.112	0.171	0.000	774.4	0.3662	4.05776E-4	9.8	261	1.670185E+11	251.305	2.2043
6731.300	2141.965	0.181	0.000	755.7	0.3706	4.01018E-4	9.8	264	1.669956E+11	251.368	2.1109
6736.340	2141.927	0.129	0.000	802.3	0.3601	4.12687E-4	9.3	246	1.669897E+11	250.867	1.9137
6741.360	2141.898	0.184	0.000	772.3	0.3674	4.04484E-4	9.8	258	1.669851E+11	250.694	1.7582
6746.400	2141.771	0.199	0.000	775.3	0.3649	4.07281E-4	9.1	265	1.669653E+11	250.659	1.7245
6751.420	2141.768	0.156	0.000	800.0	0.3602	4.12602E-4	9.3	242	1.669649E+11	250.767	1.7354
