Temps [s],Tension [V]
41.68,-0.766624
41.76,-1.641098
41.84,-2.425329
41.93,-3.071017
42.01,-3.496815
42.09,-3.723059
42.17,-3.69891
42.25,-3.387505
42.33,-2.901968
42.41,-2.196542
42.49,-1.389433
42.57,-0.445051
42.66,0.560341
42.73,1.57463
42.82,2.616881
42.89,3.599394
42.98,4.514542
43.06,5.302586
43.14,5.892348
43.22,6.234257
43.3,6.356277
43.38,6.179602
43.46,5.856759
43.54,5.298773
43.62,4.621309
43.7,3.791321
43.78,2.806266
43.86,1.781809
43.95,0.709052
44.03,-0.357349
44.11,-1.347488
44.19,-2.221963
44.27,-2.898155
44.35,-3.378608
44.43,-3.621376
44.51,-3.623918
44.59,-3.420552
44.68,-3.023988
44.76,-2.455834
44.84,-1.7288
44.92,-0.818736
45,0.168861
45.08,1.242888
45.17,2.385552
45.25,3.423991
45.32,4.367101
45.4,5.142435
45.49,5.719486
45.57,6.075377
45.65,6.212649
45.73,6.150369
45.81,5.91904
45.89,5.469092
45.98,4.85518
46.05,4.063323
46.13,3.122755
46.22,2.060166
46.3,0.958176
46.38,-0.132375
46.46,-1.153019
46.54,-2.016055
46.62,-2.69606
46.7,-3.201934
46.78,-3.493001
46.86,-3.61375
46.94,-3.524777
47.02,-3.227354
47.1,-2.76978
47.18,-2.074522
47.26,-1.210216
47.34,-0.207367
47.42,0.897166
47.5,1.987717
47.59,3.05539
47.67,4.013753
47.75,4.801797
47.83,5.45511
47.92,5.898703
48,6.17706
48.08,6.273659
48.16,6.122406
48.24,5.762702
48.32,5.151332
48.4,4.334054
48.48,3.376962
48.56,2.306748
48.64,1.247973
48.72,0.198095
48.8,-0.78696
48.89,-1.670332
48.97,-2.407534
49.05,-2.979502
49.13,-3.395131
49.21,-3.612479
49.29,-3.592142
49.38,-3.355729
49.45,-2.872735
49.54,-2.180019
49.62,-1.319525
49.7,-0.356078
49.78,0.677276
49.86,1.696649
49.94,2.712209
50.02,3.656591
50.1,4.525981
50.18,5.265726
50.26,5.838964
50.34,6.203752
50.42,6.339753
50.5,6.224089
50.58,5.878366
50.66,5.292417
50.74,4.541234
50.82,3.64388
50.9,2.699499
50.99,1.683939
51.06,0.668379
51.15,-0.357349
51.23,-1.30046
51.31,-2.150785
51.39,-2.832061
51.47,-3.335393
51.55,-3.602311
51.63,-3.641713
51.71,-3.424365
51.79,-3.007465
51.87,-2.425329
51.95,-1.657622
52.03,-0.807297
52.11,0.159964
52.2,1.194589
52.28,2.241925
52.36,3.275279
52.44,4.269231
52.52,5.090322
52.6,5.741094
52.68,6.122406
52.76,6.281286
52.84,6.184687
52.93,5.879637
53.01,5.414437
53.09,4.789086
53.17,4.03536
53.25,3.134194
53.33,2.1377
53.41,1.059859
53.49,-0.03959
53.57,-1.032271
53.65,-1.942334
53.73,-2.656658
53.82,-3.184139
53.9,-3.508254
53.98,-3.608666
54.06,-3.498086
54.14,-3.180326
54.22,-2.68335
54.3,-1.963942
54.38,-1.126328
54.46,-0.159067
54.54,0.855222
54.63,1.985175
54.71,3.00709
54.79,3.951472
54.86,4.770021
54.95,5.427148
55.03,5.879637
55.11,6.107153
55.19,6.138929
55.27,5.99276
55.35,5.624159
55.43,5.076341
55.51,4.350578
55.59,3.444327
55.68,2.400805
55.76,1.342029
55.84,0.264189
55.92,-0.745016
56,-1.653809
56.08,-2.411348
56.16,-2.990941
56.24,-3.369711
56.32,-3.541301
56.4,-3.506983
56.49,-3.251504
56.57,-2.824435
56.65,-2.207981
56.73,-1.383077
56.81,-0.433611
56.89,0.611182
56.97,1.703004
57.05,2.745256
57.14,3.759545
57.22,4.58572
57.3,5.258099
57.38,5.761431
57.46,6.067751
57.54,6.202481
57.62,6.126219
57.7,5.824983
57.78,5.302586
57.86,4.58572
57.94,3.690909
58.03,2.665181
58.11,1.578443
58.19,0.54763
58.27,-0.470472
58.35,-1.357657
58.43,-2.139345
58.51,-2.758341
58.59,-3.250233
58.68,-3.541301
58.75,-3.598498
58.83,-3.428178
58.92,-3.044325
58.99,-2.444395
59.08,-1.629659
59.16,-0.705614
59.24,0.303591
59.32,1.356011
59.4,2.35886
59.48,3.347728
59.56,4.213306
59.64,4.983555
59.72,5.582214
59.8,6.025807
59.88,6.245696
59.96,6.207565
60.05,5.950815
60.13,5.444942
60.21,4.739516
60.29,3.88792
60.38,2.914304
60.45,1.933062
60.53,0.911147
60.62,-0.124749
60.7,-1.057691
60.78,-1.930895
60.86,-2.637592
60.94,-3.171429
61.02,-3.505712
